groupid,Group Name,Product Type,Product Color,Product Condition,Component Type,Included Products,groupsize,idingroup,strippedname,name,sku,platform,ASIN,matching_likelihood,matching_method,ParentProduct,SKU_Role,source_asin,source_sku,source_title,merge_source,merge_match_type
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,15,Wave Multi-CD Changer,Wave® Multi-CD Changer - Platinum White,AT-NE6D-S5UA,Amazon,B0002ZLZ02,1.22,threshold,Music System,A,B000C4ATGY,AT-NE6D-S5UA,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,SV,,,,32,16,Bose Wave Music System Multi-CD Changer In ORIGINAL BOX,Bose Wave Music System Multi-CD Changer Titanium Silver  In ORIGINAL BOX,256454168240,DRAGON_eBay,,1.15,threshold,Music System,A,B001BNFOYW,256454168240,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,,,,,32,17,Bose Wave Music System for Bose Wave Music System Multi-CD Changer,Replacement Bose Wave Music System  for Bose Wave Music System Multi-CD Changer,364275787508,USAV_eBay,,1.02,threshold,Music System,A,B001BNFOYW,364275787508,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,,,,,32,18,Bose Wave Music System for Bose Wave Music System Multi-CD Changer,Replacement Bose Wave Music System  for Bose Wave Music System Multi-CD Changer,266038489584,DRAGON_eBay,,1.02,threshold,Music System,A,B001BNFOYW,266038489584,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Parts,,R,Repair Service,,32,19,for Bose Wave Music System Multi-CD Changer,REPAIR SERVICE for Bose Wave Music System Multi-CD Changer,01698,Ecwid,,0.98,threshold,Music System,A,B001BNFOYW,01698,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Parts,,,Bottom Cover,,32,20,Bose Wave Music System Multi CD Changer Bottom Only,Bose Wave Music System Multi CD Changer  Bottom Cover Only,01681,Ecwid,,0.84,threshold,Music System,A,B001BNFOYW,01681,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Parts,SV,,Top Cover,,32,21,Bose Wave Music System Multi CD Changer Accessory TOP ONLY,Bose Wave Music System Multi CD Changer Accessory Silver *TOP COVER ONLY*,01175,Ecwid,,0.76,threshold,Music System,A,B001BNFOYW,01175,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,22,Wave Multi-CD Changer,Wave® Multi-CD Changer - Platinum White,HA-L3HH-QXAK,Amazon,B0002ZLZ02,0.97,threshold,System,A,B000C4ATGY,HA-L3HH-QXAK,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,23,Wave Multi-CD Changer,Wave® Multi-CD Changer - Platinum White,PJ-N8IE-TIWU,Amazon,B0002ZLZ02,0.97,threshold,System,A,B000C4ATGY,PJ-N8IE-TIWU,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,SV,,,,32,24,Wave Multi-CD Changer,Wave® Multi-CD Changer - Titanium Silver,7X-G78N-37VV,Amazon,B007ZQT29C,1.08,threshold,,A,B001BNFOYW,7X-G78N-37VV,"Bose� Wave� Music System Multi-CD Changer, Titanium Silver",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,25,Bose Wave Multi-CD Changer,"Bose Wave Multi-CD Changer, Graphite Gray",364271534478,USAV_eBay,,100.0,stripped_name,System,,,364271534478,"Bose Wave Multi-CD Changer, Graphite Gray",ebay,sku
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,26,Bose Wave Multi-CD Changer,"Bose Wave Multi-CD Changer, Graphite Gray",255933487063,DRAGON_eBay,,100.0,stripped_name,System,,,364271534478,"Bose Wave Multi-CD Changer, Graphite Gray",ebay,sku
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,27,Wave Multi-CD Changer,Wave Multi-CD Changer - Graphite Gray,6Q-NKDO-9S6I,Amazon,,1.38,threshold,System,,,364271534478,"Bose Wave Multi-CD Changer, Graphite Gray",ebay,sku
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,28,Wave Multi-CD Changer,Wave Multi-CD Changer - Graphite Gray,LQ-58JB-ZX58,Amazon,,1.38,threshold,System,,,364271534478,"Bose Wave Multi-CD Changer, Graphite Gray",ebay,sku
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,29,Bose Wave Music System Multi-CD Changer Accessory 3 Disc SET 5,Bose Wave Music System Multi-CD Changer Accessory 3 Disc - White ( SET 5),157213238067,MEKONG_eBay,,100.0,stripped_name,Music System,,,157213238067,Bose Wave Music System Multi-CD Changer Accessory 3 Disc,ebay,sku
23,Bose Wave Music System Multi-CD Changer,Parts,,,Power Cable,,32,30,Bose Wave Music System Multi-CD 3 CD Changer Accessory POWER,Bose Wave Music System Multi-CD 3 CD Changer Accessory POWER Cable,01155,Ecwid,,0.91,threshold,Music System,,,157213238067,Bose Wave Music System Multi-CD Changer Accessory 3 Disc,ebay,sku
23,Bose Wave Music System Multi-CD Changer,Parts,,R,3-Disc Multi-CD Changer Unit,,32,31,Bose Wave Music System 3-Disc Multi-CD Changer Accessory ONLY,Bose Wave Music System 3-Disc Multi-CD Changer Accessory FOR PARTS ONLY,256467723137,DRAGON_eBay,,0.91,threshold,Music System,,,157213238067,Bose Wave Music System Multi-CD Changer Accessory 3 Disc,ebay,sku
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,0,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,I9-ZF7O-5566,Amazon,B000GFPTQY,100.0,stripped_name,Home Entertainment Speaker System,K,B000GFPTQY,I9-ZF7O-5566,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,1,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System (Black),156181178396,MEKONG_eBay,,100.0,stripped_name,Home Entertainment Speaker System,K,B000GFPTQY,156181178396,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,2,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System (Black),00800-B,Ecwid,,100.0,stripped_name,Home Entertainment Speaker System,K,B000GFPTQY,00800-B,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,3,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,2P-FF0A-5C9E,Amazon,B000GFPTQY,100.0,stripped_name,Speaker System,K,B000GFPTQY,2P-FF0A-5C9E,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,4,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,I5-ZGYN-JUVC,Amazon,B000GFPTQY,100.0,stripped_name,Speaker System,K,B000GFPTQY,I5-ZGYN-JUVC,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,5,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,SO-5AI7-695H,Amazon,B000GFPTQY,100.0,stripped_name,Speaker System,K,B000GFPTQY,SO-5AI7-695H,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
24,Bose Acoustimass 10 Series IV Home Entertainment Speaker System,Product,BK,,,,7,6,Bose Acoustimass 10 Series IV Home Theater Speaker System,Bose Acoustimass 10 Series IV Home Theater Speaker System Black,257191611947,DRAGON_eBay,,1.05,threshold,Speaker System,K,B000GFPTQY,257191611947,Bose Acoustimass 10 Series IV Home Entertainment Speaker System - Black,amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,,,,,7,0,Bose Companion 3 Series II Multimedia Speaker System,Bose Companion 3 Series II Multimedia Speaker System,VT-SNAM-HNPV,Amazon,B00064X4QM,100.0,stripped_name,Multimedia Speaker System,K,B000HZBR64,VT-SNAM-HNPV,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,GY,,,,7,1,Bose Companion 3 Series II multimedia speaker system,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),U2-9854-C837,Amazon,B000HZBR64,100.0,stripped_name,Speaker System,K,B000HZBR64,U2-9854-C837,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,,,,,7,2,Bose Companion 3 Series II Multimedia Speaker System,Bose Companion 3 Series II Multimedia Speaker System,9T-2ZRY-N2JD,Amazon,B00064X4QM,100.0,stripped_name,Speaker System,K,B000HZBR64,9T-2ZRY-N2JD,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,GY,,,,7,3,Bose Companion 3 Series II multimedia speaker system,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),MR-QR91-NZDD,Amazon,B000HZBR64,100.0,stripped_name,Speaker System,K,B000HZBR64,MR-QR91-NZDD,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,GY,,,,7,4,Bose Companion 3 Series II multimedia speaker system,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),PZ-S0NW-RBQA,Amazon,B000HZBR64,100.0,stripped_name,Speaker System,K,B000HZBR64,PZ-S0NW-RBQA,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,GY,,,,7,5,Bose Companion 3 Series II multimedia speaker system,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),YR-HAFM-JLUL,Amazon,B000HZBR64,100.0,stripped_name,Speaker System,K,B000HZBR64,YR-HAFM-JLUL,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
25,Bose Companion 3 Series II Multimedia Speaker System,Product,GY,,,,7,6,Bose Companion 3 Series II multimedia speaker system,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),01825,Ecwid,,100.0,stripped_name,Speaker System,K,B000HZBR64,01825,Bose Companion 3 Series II multimedia speaker system (Graphite/Silver),amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,0,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,4C-2AIZ-KXCY,Amazon,B000HZDF8W,100.0,stripped_name,Speaker,K,B000HZDF8W,4C-2AIZ-KXCY,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,1,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,YL-O88T-TRTV,Amazon,B000HZDF8W,100.0,stripped_name,Speaker,K,B000HZDF8W,YL-O88T-TRTV,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,2,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,ZE-F54M-H814,Amazon,B000HZDF8W,100.0,stripped_name,Speaker System,K,B000HZDF8W,ZE-F54M-H814,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,3,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,LV-OE1H-IRFS,Amazon,B000HZDF8W,100.0,stripped_name,Speaker System,K,B000HZDF8W,LV-OE1H-IRFS,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,4,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,MU-1GAB-PSAO,Amazon,B000HZDF8W,100.0,stripped_name,Speaker System,K,B000HZDF8W,MU-1GAB-PSAO,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
26,Bose Companion 2 Series II Multimedia Speaker System,Product,,,,,6,5,Bose Companion 2 Series II Multimedia Speaker System,Bose Companion 2 Series II Multimedia Speaker System,04898,Ecwid,,100.0,stripped_name,Speaker System,K,B000HZDF8W,04898,Bose Companion 2 Series II Multimedia Speaker System,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,0,Bose 40390 SL2 wireless surround link,Bose (40390) SL2 wireless surround link,TM-QZ37-CARR,Amazon,B000I5PGLU,100.0,stripped_name,System,A,B000I5PGLU,TM-QZ37-CARR,Bose (40390) SL2 wireless surround link,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,1,Bose 40390 SL2 wireless surround link,Bose (40390) SL2 wireless surround link,UJ-73O8-69SO,Amazon,B000I5PGLU,100.0,stripped_name,System,A,B000I5PGLU,UJ-73O8-69SO,Bose (40390) SL2 wireless surround link,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,2,Bose 40390 SL2 wireless surround link,Bose (40390) SL2 wireless surround link,00093,Ecwid,,100.0,stripped_name,System,A,B000I5PGLU,00093,Bose (40390) SL2 wireless surround link,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,3,Bose 40390 SL2 Wireless Surround Link for Lifestyle Acoustimass Systems,Bose 40390 SL2 Wireless Surround Link for Lifestyle Acoustimass Systems,267458993073,DRAGON_eBay,,0.98,threshold,System,A,B000I5PGLU,267458993073,Bose (40390) SL2 wireless surround link,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,4,Bose 40390 SL2 wireless surround link,Bose (40390) SL2 wireless surround link,B9-31CD-SB0W,Amazon,B000I5PGLU,100.0,stripped_name,"['40390', 'SL2']",P,B000I5PGLU,B9-31CD-SB0W,Bose (40390) SL2 wireless surround link,amazon_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,5,Bose SL2 wireless surround link For Lifestyle and Acoustimass Surround Speakers,Bose SL2 wireless surround link For Lifestyle and Acoustimass Surround Speakers,362754992473,USAV_eBay,,100.0,stripped_name,Speaker,,,362754992473,Bose SL2 wireless surround link For Lifestyle and Acoustimass Surround Speakers,ebay_only,
27,Bose SL2 Wireless Surround Link,Product,,,,,7,6,Bose SL2 Wireless Surround Link System for Lifestyle and Acoustimass,Bose SL2 Wireless Surround Link System for Lifestyle and Acoustimass,157204258105,MEKONG_eBay,,1.03,threshold,System,,,362754992473,Bose SL2 wireless surround link For Lifestyle and Acoustimass Surround Speakers,ebay_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,0,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System  Graphite/Silver,OG-JSWF-OQJJ,Amazon,B000IE8Z4Q,100.0,stripped_name,Multimedia Speaker System,K,B000IE8Z4Q,OG-JSWF-OQJJ,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,1,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System  Graphite/Silver,JB-B7WB-EHX3,Amazon,B000IE8Z4Q,100.0,stripped_name,Speaker System,K,B000IE8Z4Q,JB-B7WB-EHX3,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,2,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System  Graphite/Silver,UZ-XO7Y-JHSP,Amazon,B000IE8Z4Q,100.0,stripped_name,Speaker System,K,B000IE8Z4Q,UZ-XO7Y-JHSP,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,3,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System  Graphite/Silver,YA-75XN-37WW,Amazon,B000IE8Z4Q,100.0,stripped_name,Speaker System,K,B000IE8Z4Q,YA-75XN-37WW,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,4,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System - Graphite/Silver,257191637659,DRAGON_eBay,,100.0,stripped_name,Speaker System,K,B000IE8Z4Q,257191637659,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,5,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System – Graphite/Silver,01824,Ecwid,,100.0,stripped_name,Speaker System,K,B000IE8Z4Q,01824,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Product,SV,,,,8,6,Bose Companion 5 Multimedia Speaker System,Bose Companion 5 Multimedia Speaker System  Graphite/Silver,9W-GKZY-W7MB,Amazon,B000IE8Z4Q,100.0,stripped_name,System,K,B000IE8Z4Q,9W-GKZY-W7MB,Bose Companion 5 Multimedia Speaker System � Graphite/Silver,amazon_only,
28,Bose Companion 5 Multimedia Speaker System,Parts,,U,Subwoofer,,8,7,Bose Companion 5 Multimedia Speaker System Subwoofer Only,Bose Companion 5 Multimedia Speaker System Subwoofer Only,157329035297,MEKONG_eBay,,100.0,stripped_name,Speaker System,,,157329035297,"Bose Companion 5 Multimedia Speaker System Subwoofer Only - WORK - ""B"" Grade",ebay_only,
29,Bose Lifestyle 18 Series III Home Entertainment System,Product,BK,,,,2,0,Bose Lifestyle 18 Series III DVD Home Entertainment System,Bose Lifestyle 18 Black Series III DVD Home Entertainment System,WV-PLLS-803U,Amazon,B000KRNFDW,100.0,stripped_name,Home Entertainment System,K,B000KRNFDW,WV-PLLS-803U,Bose Lifestyle 18 Black Series III DVD Home Entertainment System,amazon_only,
29,Bose Lifestyle 18 Series III Home Entertainment System,Product,BK,,,,2,1,Bose Lifestyle 18 Series III DVD Home Entertainment System,Bose Lifestyle 18 Black Series III DVD Home Entertainment System,00928,Ecwid,,100.0,stripped_name,Home Entertainment System,K,B000KRNFDW,00928,Bose Lifestyle 18 Black Series III DVD Home Entertainment System,amazon_only,
30,Bose Lifestyle V30 Home Theater System,Product,WH,,,,3,0,BOSE R Lifestyle V30 Home Theater System,BOSE(R) Lifestyle V30 Home Theater System - White,S3-XM3X-1FA3,Amazon,B000UQSQP0,100.0,stripped_name,Home Theater System,K,B000UQSQP0,S3-XM3X-1FA3,BOSE(R) Lifestyle V30 Home Theater System - White,amazon_only,
30,Bose Lifestyle V30 Home Theater System,Product,WH,,,,3,1,BOSE R Lifestyle V30 Home Theater System,BOSE(R) Lifestyle V30 Home Theater System - White,00854-1,Ecwid,,100.0,stripped_name,System,K,B000UQSQP0,00854-1,BOSE(R) Lifestyle V30 Home Theater System - White,amazon_only,
30,Bose Lifestyle V30 Home Theater System,Product,WH,,,,3,2,BOSE R Lifestyle V30 Home Theater System,BOSE(R) Lifestyle V30 Home Theater System - White,00854,Ecwid,,100.0,stripped_name,System,K,B000UQSQP0,00854,BOSE(R) Lifestyle V30 Home Theater System - White,amazon_only,
31,Bose LIFESTYLE 48 Home Entertainment System Series IV,Product,BK,,,,1,0,Bose 43478 LIFESTYLE 48 Home Entertainment System Series IV,Bose (43478) LIFESTYLE 48 Home Entertainment System - Series IV - (Black),ST-EZ9O-JDAV,Amazon,B000UQURGG,100.0,stripped_name,Home Entertainment System,K,B000UQURGG,ST-EZ9O-JDAV,Bose (43478) LIFESTYLE 48 Home Entertainment System - Series IV - (Black),amazon_only,
32,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,Product,,,,,5,0,Bose SoundDock Portable 30-Pin iPod iPhone Speaker Dock,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,UV-MGEC-OOCU,Amazon,B000V2FJAS,100.0,stripped_name,Speaker Dock,P,B000V2FJAS,UV-MGEC-OOCU,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,amazon_only,
32,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,Product,,,,,5,1,Bose SoundDock Portable 30-Pin iPod iPhone Speaker Dock,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,UC-97QD-H0XW,Amazon,B000V2FJAS,100.0,stripped_name,Speaker Dock,P,B000V2FJAS,UC-97QD-H0XW,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,amazon_only,
32,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,Product,,,,,5,2,Bose SoundDock Portable 30-Pin iPod iPhone Speaker Dock,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,00113,Ecwid,,100.0,stripped_name,Speaker Dock,P,B000V2FJAS,00113,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,amazon_only,
32,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,Product,,,,,5,3,Bose SoundDock Portable 30-Pin iPod iPhone Speaker Dock,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,,Amazon,B00XITFQPE,100.0,stripped_name,Speaker Dock,P,B000V2FJAS,,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,amazon_only,
32,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,Product,,,,,5,4,Bose SoundDock Portable 30-Pin iPod iPhone Speaker Dock1,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock1,155600344332,MEKONG_eBay,,1.04,threshold,Speaker Dock,P,B000V2FJAS,155600344332,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,amazon_only,
33,Bose Sounddock Portable Digital Music System,Product,BK,,,,2,0,Bose Sounddock Portable Digital Music System for the iPod,Bose Sounddock Portable Black Digital Music System for the iPod,8B-P1I6-8UFP,Amazon,B000V2HENS,100.0,stripped_name,Digital Music System,P,B000V2HENS,8B-P1I6-8UFP,Bose Sounddock Portable Black Digital Music System for the iPod,amazon_only,
33,Bose Sounddock Portable Digital Music System,Product,BK,,,,2,1,Bose Sounddock Portable Digital Music System for the iPod,Bose Sounddock Portable Black Digital Music System for the iPod,267453873768,DRAGON_eBay,,100.0,stripped_name,Digital Music System,P,B000V2HENS,267453873768,Bose Sounddock Portable Black Digital Music System for the iPod,amazon_only,
34,Bose Lifestyle 35 Series IV DVD Home Entertainment System,Product,BK,,,,4,0,Bose Lifestyle 35 Series IV DVD Home Entertainment System LS35IV-BK,Bose Lifestyle 35 Series IV DVD Home Entertainment System - Black LS35IV-BK,257191553212,DRAGON_eBay,,1.09,threshold,DVD Home Entertainment System,K,B000V8EY9Y,257191553212,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,amazon_only,
34,Bose Lifestyle 35 Series IV DVD Home Entertainment System,Product,BK,,,,4,1,Bose R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,EP-BE3S-HK76,Amazon,B000V8EY9Y,100.0,stripped_name,Home Entertainment System,K,B000V8EY9Y,EP-BE3S-HK76,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,amazon_only,
34,Bose Lifestyle 35 Series IV DVD Home Entertainment System,Product,BK,,,,4,2,Bose R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,00796,Ecwid,,100.0,stripped_name,LS35IV-BK,K,B000V8EY9Y,00796,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,amazon_only,
34,Bose Lifestyle 35 Series IV DVD Home Entertainment System,Product,BK,,,,4,3,Bose R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,5N-8Q2T-76X0,Amazon,B000V8EY9Y,100.0,stripped_name,"['DVD Home Entertainment System', 'LS35IV-BK']",K,B000V8EY9Y,5N-8Q2T-76X0,Bose(R LS35IV-BK Lifestyle 35 Series IV DVD Home Entertainment System - Black,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,0,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,JN-U36Q-GCAS,Amazon,B0011EHQLU,100.0,stripped_name,Music System,K,B0011EHQLU,JN-U36Q-GCAS,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,1,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,R8-D557-XLA7,Amazon,B0011EHQLU,100.0,stripped_name,Music System,P,B0011EHQLU,R8-D557-XLA7,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,2,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,RR-MP3M-Z11L,Amazon,B0011EHQLU,100.0,stripped_name,Music System,P,B0011EHQLU,RR-MP3M-Z11L,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,3,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,WK-J8SY-RIWW,Amazon,B0011EHQLU,100.0,stripped_name,Music System,P,B0011EHQLU,WK-J8SY-RIWW,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,4,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,267459020888,DRAGON_eBay,,100.0,stripped_name,Music System,K,B0011EHQLU,267459020888,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Parts,,,Remote Control,,77,5,Bose Wave Premium Backlit,Bose Wave Premium Backlit Remote,01393,Ecwid,,100.0,stripped_name,Music System,K,B0011EHQLU,01393,Bose Wave Premium Backlit Remote,amazon_only,
35,Bose Wave Music System,Bundle,GY,,,"Bose Wave Music System, Multi-CD Changer",77,6,Bose Wave Music System with Bose Wave Multi-CD Changer,"Bose Wave Music System Bundle with Bose Wave Multi-CD Changer, Graphite Grey - Black",5M-N2SR-UOU8,Amazon,B07FTXCY9F,100.0,stripped_name,Music System,K,B07FTXCY9F,5M-N2SR-UOU8,"Bose Wave Music System Bundle with Bose Wave Multi-CD Changer, Graphite Grey - Black",amazon_only,
35,Bose Wave Music System,Bundle,GY,,,"Bose Wave Music System, Multi-CD Changer",77,7,Bose Wave Music System with Bose Wave Multi-CD Changer,Bose Wave Music System Bundle with Bose Wave Multi-CD Changer - Graphite Grey,364275757643,USAV_eBay,,100.0,stripped_name,Music System,K,B07FTXCY9F,364275757643,"Bose Wave Music System Bundle with Bose Wave Multi-CD Changer, Graphite Grey - Black",amazon_only,
